Serial,Names,Short Names,Price,24h Change,Volume
3427,3d3d,3D3D,$0.0000000002622,-7.00%,"$2,052"
3428,3DCoin,3DC,$0.0001089,+0.00%,$186
3429,3gg,3GG,$0.2297,+0.00%,N/A
3430,3OMB Token,3OMB,$0.004262,+0.00%,N/A
3431,3QT,3QT,$0.00002553,+0.50%,"$12,943"
3432,3Share,3SHARE,$1.52,+0.00%,N/A
3433,3X Long Algorand Token,ALGOBULL,$2.53,+0.00%,N/A
3434,3X Long Altcoin Index Token,ALTBULL,$3.79,+0.00%,N/A
3435,3x Long Bitcoin Cash Token,BCHBULL,$2.33,+0.00%,N/A
3436,3x Long Bitcoin SV Token,BSVBULL,$0.00001309,+0.00%,N/A
3437,3X Long Bitcoin Token,BULL,$13.35,+0.00%,N/A
3438,3X Long BNB Token,BNBBULL,$13.37,+0.00%,N/A
3439,3X Long Cardano Token,ADABULL,$138.21,+0.00%,N/A
3440,3X Long Chainlink Token,LINKBULL,$0.6377,+0.00%,N/A
3441,3X Long Cosmos Token,ATOMBULL,$0.06471,+0.00%,N/A
3442,3X Long DeFi Index Token,DEFIBULL,$3.85,+0.00%,N/A
3443,3X Long Dogecoin Token,DOGEBULL,$5.26,+0.00%,N/A
3444,3X Long Dragon Index Token,DRGNBULL,$43.10,+0.00%,N/A
3445,3x Long EOS Token,EOSBULL,$0.0000002,+0.00%,$143
3446,3X Long Ethereum Classic Token,ETCBULL,$1.35,+0.00%,N/A
3447,3X Long Ethereum Token,ETHBULL,$0.04422,+0.00%,N/A
3448,3X Long Huobi Token Token,HTBULL,$0.04075,+0.00%,N/A
3449,3x Long Litecoin Token,LTCBULL,$0.0121,+0.00%,N/A
3450,3X Long Matic Token,MATICBULL,$0.1471,+0.00%,N/A
3451,3X Long Midcap Index Token,MIDBULL,$13.30,+0.00%,N/A
3452,3X Long OKB Token,OKBBULL,$85.51,+0.00%,N/A
3453,3X Long Shitcoin Index Token,BULLSHIT,$0.04064,+0.00%,N/A
3454,3X Long Sushi Token,SUSHIBULL,$52.28,+0.00%,N/A
3455,3X Long Tether Gold Token,XAUTBULL,$0.000154,+0.00%,N/A
3456,3x Long Tezos Token,XTZBULL,$0.08332,+0.00%,N/A
3457,3X Long Theta Network Token,THETABULL,$0.3999,+0.00%,N/A
3458,3X Long TomoChain Token,TOMOBULL,$1.18,+0.00%,N/A
3459,3X Long TRX Token,TRXBULL,$19.65,+0.00%,N/A
3460,3X Long VeChain Token,VETBULL,$5.48,+0.00%,N/A
3461,3x Long XRP Token,XRPBULL,$3.25,+0.00%,N/A
3462,3X Short Algorand Token,ALGOBEAR,$1.34,+0.00%,N/A
3463,3x Short Bitcoin Cash Token,BCHBEAR,$0.0183,+0.00%,N/A
3464,3x Short Bitcoin SV Token,BSVBEAR,$2.96,+0.00%,N/A
3465,3X Short Bitcoin Token,BEAR,$6.62,+0.00%,N/A
3466,3X Short BNB Token,BNBBEAR,$0.5765,+0.00%,N/A
3467,3X Short Cardano Token,ADABEAR,$0.00000000015,+0.00%,N/A
3468,3X Short Chainlink Token,LINKBEAR,$0.0000000002,+0.00%,N/A
3469,3X Short Cosmos Token,ATOMBEAR,$0.00000001,+0.00%,N/A
3470,3x Short EOS Token,EOSBEAR,$2.42,+0.00%,N/A
3471,3X Short Ethereum Classic Token,ETCBEAR,$0.2556,+0.00%,N/A
3472,3X Short Ethereum Token,ETHBEAR,$0.2773,+0.00%,N/A
3473,3x Short Litecoin Token,LTCBEAR,$0.000005099,+0.00%,N/A
3474,3X Short Tether Gold Token,XAUTBEAR,$0.1169,+0.00%,N/A
3475,3x Short Tezos Token,XTZBEAR,$0.007061,+0.00%,N/A
3476,3X Short TRX Token,TRXBEAR,$0.00165,+0.00%,N/A
3477,3x Short XRP Token,XRPBEAR,$26.40,+0.00%,N/A
3478,3xcalibur,XCAL,$0.002548,+2.10%,$95
3479,4-CHAN,4CHAN,$0.00000000000003106,+2.34%,"$534,557"
3480,420,420,$0.0001878,+0.00%,N/A
3481,420chan,$420CHAN,$0.00000000002266,+0.00%,N/A
3482,4ART Coin,4ART,$0.002819,-0.01%,N/A
3483,4Bulls,4B,$0.2545,+0.00%,N/A
3484,4D Twin Maps,MAP,$0.000000007611,+0.44%,$0.2478
3485,4INT,4INT,$0.007266,+0.00%,N/A
3486,4JNET,4JNET,$0.0000000004938,-0.17%,"$29,059"
3487,4MOVE,4MOVE,$0.8301,+0.00%,N/A
3488,4NEW,KWATT,$0.0003252,+0.00%,N/A
3489,4REALZA COIN,4RZ,$0.000001552,-7.07%,N/A
3490,4THPILLAR TECHNOLOGIES,FOUR,$0.001037,+0.00%,N/A
3491,50x.com,50X,$0.03026,+1.90%,$315
3492,5KM,KMT,$0.001981,+0.00%,N/A
3493,5STAR Protocol,5STAR,$0.0008291,+0.00%,N/A
3494,5table Finance,5TABLE,$0.0006075,+0.50%,N/A
3495,6 Pack Rick,6PR,$0.0000000001222,+0.00%,N/A
3496,6DayHoneypot,HONEY,$3.28,+0.00%,N/A
3497,7Pixels,7PXS,$2.10,-0.07%,"$5,158"
3498,7s,7S,$0.000001769,+0.00%,N/A
3499,8 Bit Pepe,8BIT,$0.000000005006,+0.00%,N/A
3500,808TA,808TA,$0.005071,+0.00%,N/A
3501,867,867,$6.97,+0.00%,N/A
3502,888tron,888,$0.01183,+3.56%,$18
3503,8Bit Doge,BITD,$0.00001108,+0.00%,N/A
3504,8Bit Shiba Inu,SHIBIT,$0.000000005573,+0.00%,N/A
3505,8ight Finance,EIGHT,$1.07,+0.00%,N/A
3506,8X8 PROTOCOL,EXE,$0.00002051,+0.00%,N/A
3507,9 Lives Network,NINEFI,$0.0003509,+0.00%,N/A
3508,99DEFI.NETWORK,99DEFI,$0.003001,+0.00%,N/A
3509,99Starz,STZ,$0.006634,-0.35%,"$12,395"
3510,9GAG,9GAG,$0.00000000000007661,+5.36%,$72
3511,A Birds Nest,A Birds Nest,$0.0000000001286,-0.34%,N/A
3512,A Fund Baby,AFB,$0.001461,+2.48%,$814
3513,A-List Royale,ALIST,$0.0000000005659,+0.00%,N/A
3514,A.I.Earn,AIE,$0.000001641,-22.17%,"$94,605"
3515,A2A,A2A,$0.01053,+1.04%,$29
3516,A3S Protocol,AA,$0.3998,+3.45%,"$143,550"
3517,A4,A4,$0.004832,-1.89%,"$2,167"
3518,AABC Token,AABC,$0.1645,+0.00%,N/A
3519,Aada Finance,AADA,$2.21,+2.18%,"$35,743"
3520,Aalto Protocol,AALTO,$0.00004779,+0.00%,N/A
3521,AAptitude,AAPT,$0.6432,+0.00%,N/A
3522,Aarma,ARMA,$0.07131,-0.43%,"$2,581"
3523,Aave BAT,ABAT,$0.1989,+0.00%,N/A
3524,Aave BUSD,ABUSD,$0.9999,+0.00%,N/A
3525,Aave DAI,ADAI,$0.9999,+0.00%,N/A
3526,Aave Enjin,aENJ,$0.3012,+0.00%,N/A
3527,Aave Ethereum,aETH,"$2,061.16",+0.00%,N/A
3528,Aave LINK,ALINK,$7.88,+0.00%,N/A
3529,Aave MKR,AMKR,"$1,158.40",+0.00%,N/A
3530,Aave SNX,ASNX,$2.82,+0.00%,N/A
3531,Aave TUSD,ATUSD,$0.9992,+0.00%,N/A
3532,AAVEDOWN,AAVEDOWN,$3.88,+0.00%,N/A
3533,AAVEUP,AAVEUP,$0.601,+0.00%,N/A
3534,AAX Token,AAB,$0.6427,+0.00%,N/A
3535,Abachi,ABI,$3.81,+0.00%,N/A
3536,Abby Inu,ABBY,$0.000156,+0.00%,N/A
3537,ABC Floor Index,ABC,$0.1938,+0.00%,N/A
3538,ABC PoS Pool,ABC,$1.21,+6.44%,"$4,947"
3539,ABCC Token,AT,$0.1199,-0.01%,N/A
3540,ABCMETA,META,$0.000007512,-0.36%,$39
3541,Abel finance,ABEL,$0.008865,+0.59%,"$3,594"
3542,Abell Coin,ABC,$0.05151,+0.00%,N/A
3543,ABEY,ABEY,$0.6127,-2.15%,"$141,597"
3544,ABITSHADOW-TOKEN,ABST,$10.56,+0.00%,N/A
3545,Able Finance,ABLE,$1.19,+0.00%,N/A
3546,Absolute Sync,AST,$138.93,+1.07%,"$501,405"
3547,Absorber Protocol,ABS,$0.7277,+0.00%,N/A
3548,Abulaba,AAA,$0.00005069,+2.98%,N/A
3549,Abura Farm,ABU,$0.0001142,+0.00%,N/A
3550,Abyss World,AWT,$0.008016,+0.80%,"$478,388"
3551,Acadex Network,ACDX,$0.04303,+1.58%,"$36,537"
3552,Acala Dollar,AUSD,$0.218,+0.00%,N/A
3553,Acala Dollar(Karura),AUSD,$0.5117,+0.00%,N/A
3554,ACCESSLAUNCHER,ACX,$0.0006604,+0.00%,N/A
3555,ACDX Exchange Governance Token,ACXT,$0.003188,+0.00%,N/A
3556,ACE,ACE,$0.002801,+0.00%,N/A
3557,Ace Cash,ACEC,$1.03,+0.00%,N/A
3558,AceD,ACED,$0.00002088,+0.00%,N/A
3559,AceD (old),ACED,$0.00003101,+0.00%,N/A
3560,Aces,ACES,$0.0002653,+2.31%,N/A
3561,AceStarter,ASTAR,$0.002705,+0.00%,N/A
3562,ACEToken,ACE,$0.0000007425,+5.67%,$35
3563,AcknoLedger,ACK,$0.008264,+0.00%,N/A
3564,ACRIA,ACRIA,$0.01517,+9.95%,"$1,676"
3565,ACryptoSI,ACSI,$0.3391,+0.00%,N/A
3566,Acta Finance,ACTA,$0.07326,-0.99%,"$1,763"
3567,Actifit,AFIT,$0.314,+0.00%,N/A
3568,Actinium,ACM,$0.002446,+0.00%,N/A
3569,Action Coin,ACTN,$0.0001525,+4.37%,N/A
3570,ACU Platform,ACU,$0.1472,+0.00%,N/A
3571,Acuity Token,ACU,$0.002447,+0.00%,N/A
3572,Acumen,ACM,$13.33,+0.00%,N/A
3573,Acute Angle Cloud,AAC,$0.001648,+5.53%,"$317,614"
3574,ACY FINANCE,ACY,$0.009826,+0.00%,N/A
3575,ADACash,ADACASH,$0.000000003071,+4.15%,$36
3576,Adadao,ADAO,$0.0009395,+2.06%,$198
3577,Adadex Tools,ADAT,$0.0004445,+0.00%,N/A
3578,ADADOWN,ADADOWN,$0.001914,+0.00%,N/A
3579,AdaKong,AKONG,$0.06678,+0.00%,N/A
3580,Adalend,ADAL,$0.0005472,+0.00%,N/A
3581,ADAM,ADAM,$0.0000013,+0.00%,N/A
3582,Adam Cochran (Friend.tech),ADAM,$8.49,+3.59%,$159
3583,ADAM Oracle,ADAM,$0.09018,+0.00%,N/A
3584,Adamant,ADMC,$0.000000008079,+0.00%,N/A
3585,Adamant,ADDY,$0.1963,+2.18%,$101
3586,Adana Demirspor Token,DEMIR,$1.13,+1.08%,"$4,417"
3587,Adanaspor Fan Token,ADANA,$0.001474,-3.81%,"$33,574"
3588,ADAUP,ADAUP,$0.1039,+0.00%,N/A
3589,ADAZOO,ZOO,$0.001346,+0.00%,N/A
3590,adbank,ADB,$0.0001128,+0.00%,N/A
3591,Add Finance,ADD,$0.005902,+44.05%,"$30,819"
3592,Add.xyz,ADD,$0.00899,+0.00%,N/A
3593,AddMeFast,AMF,$0.00426,+4.90%,$460
3594,Adelphoi,ADL,$13.76,+0.00%,N/A
3595,Adene,ADEN,$0.08341,+0.00%,N/A
3596,Adidas,ADS,$0.000000391,+0.00%,N/A
3597,ADO.Network,ADO,$0.004193,+0.03%,$4
3598,ADON,FLOKITTEN,$1.00,-0.00%,N/A
3599,Adroverse,ADR,$0.000393,-0.03%,$8
3600,Adsense Token,ADT,$0.000001161,+0.00%,N/A
3601,ADToken,AD,$0.00000003286,-0.03%,N/A
3602,Adv3nturer Silver,SILVER,$0.00000999,+0.00%,N/A
3603,Advanced Internet Blocks,AIB,$0.0007999,+0.00%,N/A
3604,Advanced Micro Devices tokenized stock FTX,AMD,$70.90,+0.00%,N/A
3605,Advanced Technology Coin,ARC,$0.3001,+0.00%,N/A
3606,Advanced United Continent Project,AUC,$0.7449,-4.20%,$1.4 M
3607,Advantis,ADVT,$0.000001224,+7.61%,"$4,734"
3608,Adventure Inu,ADINU,$0.00000008603,+0.00%,N/A
3609,Adventure Token,TWA,$0.005125,+0.00%,N/A
3610,Adventurer Gold,GOLD,$0.01073,+0.00%,N/A
3611,Advertise Coin,ADCO,$0.3718,+2.97%,N/A
3612,Adzcoin,ADZ,$0.0002653,+2.31%,N/A
3613,aEGGS,aEGGS,$0.00000005662,-10.17%,"$5,743"
3614,Aegis,AEG,$1.98,+0.00%,N/A
3615,Aegis Launchpad,AGSPAD,$0.0001877,+0.00%,N/A
3616,Aelin,AELIN,$243.88,+2.32%,$664
3617,AEN Smart Token,AENS,$0.0002826,+0.00%,N/A
3618,Aequinox,AEQ,$0.745,+0.00%,N/A
3619,Aerdrop,AER,$0.00005514,+0.00%,N/A
3620,Aerie,AER,$0.0002899,-11.87%,"$5,264"
3621,Aerochain,AERO-V2,$0.0000002672,+0.00%,N/A
3622,Aerotoken,AET,$0.001469,+2.56%,N/A
3623,AEROTYME,IND,$0.00004669,+11.42%,"$1,549"
3624,Aerovek Aviation,AERO,$0.002141,+7.75%,$867
3625,Aeryus,AER,$0.01839,+0.00%,N/A
3626,Aeterna,AETERNA,$0.9993,+0.00%,N/A
3627,Aeterna V2,AETERNA,$0.005344,+0.00%,N/A
3628,Aetherius,AETH,$2.47,+0.00%,N/A
3629,AetherV2,ATH,$0.0003217,+0.00%,N/A
3630,AETHR,ATH,$0.002329,+3.43%,$65
3631,Aevum,AEVUM,$0.01262,-2.99%,$296
3632,Affinity,AFFINITY,$0.000001747,+6.41%,$908
3633,AFKDAO,AFK,$0.0009283,-3.59%,"$2,594"
3634,Afrep,AFREP,$0.003696,+0.00%,N/A
3635,AfroDex,AfroX,$0.00000003999,-0.01%,N/A
3636,Afrostar,AFRO,$0.000000001585,+3.08%,$937
3637,AfterBack,AFTRBCK,$0.0004927,+0.00%,N/A
3638,Afyonspor Fan Token,AFYON,$0.001643,+0.63%,"$23,991"
3639,Again Project,AGAIN,$5.74,+0.00%,N/A
3640,AGAME,AG,$0.00008932,+0.27%,$534
3641,AgaveCoin,AGVC,$0.00191,+130.16%,$390
3642,Age Of Knights,GEM,$0.7018,+0.00%,N/A
3643,Age of Tanks,A.O.T,$0.0005299,+2.97%,$92
3644,Age of Zalmoxis,KOSON,$0.009388,-2.70%,"$23,180"
3645,Agent Shiba I.N.U.,AGENTSHIBAINU,$0.0000000001007,+0.00%,N/A
3646,aggle.io,AGGL,$0.0000004533,+0.00%,N/A
3647,AGGREG8 FINANCE,AG8,$0.00005312,+0.00%,N/A
3648,AggregatedFinance,AGFI,$0.0000003404,+0.00%,N/A
3649,Aggressive Mas,MILK,$0.007765,+0.00%,N/A
3650,AggrX,AGGRX,$0.03535,-62.78%,"$14,953"
3651,Agile Finance,AGL,$0.00007894,+0.00%,N/A
3652,Agility LSD,AGI,$0.004313,+2.80%,"$59,995"
3653,Agora,VOTE,$0.0005771,+0.00%,N/A
3654,Agora Defi,AGORA,$3.24,+0.00%,N/A
3655,Agora Metaverse,AGORAM,$0.00002209,+0.00%,N/A
3656,Agora Token,AGO,$107.52,+0.00%,N/A
3657,AGOV (ANSWER Governance),AGOV,$0.002334,+0.60%,"$11,201"
3658,AgriChain,AGRI,$0.003712,+0.00%,N/A
3659,Agricoin,AGX,$0.0001947,-0.01%,$9
3660,AGRICOIN,AGRI,$0.2157,-11.97%,"$86,012"
3661,Agrinoble,AGN,$0.000001,+0.00%,N/A
3662,Agrinode,AGN,$0.0004002,+0.00%,N/A
3663,AGRITECH,AGT,$0.001823,+2.74%,N/A
3664,Agro Global,AGRO,$0.0004226,-1.46%,"$220,282"
3665,Agro-Matic,AMT,$0.00000003935,+0.00%,N/A
3666,Agrofarm,FARM,$0.00002212,+0.00%,N/A
3667,AGX Coin,AGX,$0.6723,+0.01%,N/A
3668,AI Bob,AIB,$0.000000000000000000002598,+14.65%,$468
3669,Ai Card Render,ACR,$0.00006684,+0.00%,N/A
3670,AI CODE,AICODE,$1.70,-6.11%,"$347,027"
3671,AI Doctor,AIDOC,$0.00004187,+0.00%,N/A
3672,AI DogeMini,AIDOGEMINI,$0.0000000467,+0.00%,N/A
3673,AI DogeX,AIDOGEX,$0.0000000007558,+0.26%,"$1,089"
3674,AI Fairy,AIF,$0.0005685,+0.00%,N/A
3675,AI Floki,AIFLOKI,$0.000000006396,+5.40%,$40
3676,Ai Hey,AHE,$0.000003024,+0.00%,N/A
3677,AI Meta Club,AMC,$0.981,-1.23%,$1.41 M
3678,AI Musk Inu,AMI,$0.000000000002544,+0.00%,N/A
3679,AI Pepe,AIPEPE,$0.0003705,-0.96%,N/A
3680,AI Pepe,AIPEPE,$0.0000000001228,+0.00%,N/A
3681,AI PEPE KING,AIPEPE,$0.0000000001355,+6.02%,$14
3682,Ai Smart Chain,AISC,$0.0001956,+0.00%,N/A
3683,AI Supreme,AISP,$0.001575,+0.73%,N/A
3684,AI Trader,AIT,$0.001573,-4.71%,$643
3685,AI-X,X,$0.00000000009052,-3.92%,"$342,934"
3686,Ai.com,AI,$0.002968,+19.27%,"$67,637"
3687,AIAI Bsc,AIAI,$0.000000000545,-0.09%,$8
3688,AiAkita,AIA,$0.0000000000001805,-3.91%,"$7,093"
3689,AIBabyDoge,AIBABYDOGE,$0.0000000000001656,-0.34%,N/A
3690,AIBGPT,AIBGPT,$0.0000000002489,+0.00%,N/A
3691,AiBot Token,AIBOT,$0.4399,+0.00%,N/A
3692,AIBRA,ABR,$0.00008882,+4.49%,$0.8233
3693,AICoin,AI,$0.0000205,-8.39%,"$4,312"
3694,AICORE,AICORE,$4.83,-8.15%,"$152,854"
3695,Aid Ukraine Coin,AUC,$3.24,+0.00%,N/A
3696,AidCoin,AID,$0.004793,+1.72%,N/A
3697,Aidi Finance,AIDI,$0.5167,+0.00%,N/A
3698,Aidi Finance (BSC),AIDI,$0.0000000000006518,+0.00%,N/A
3699,Aidi Finance (new),AIDI,$0.0004447,+2.89%,N/A
3700,AIDOGE,AI,$0.000002468,+12.42%,"$5,549"
3701,AIDOGE Stellar,AIDOGEXLM,$0.00004582,-13.69%,"$37,639"
3702,AIDUS TOKEN,AIDUS,$0.0004718,+0.00%,N/A
3703,AIENGLISH,AIEN,$0.0000000002526,+3.85%,"$66,948"
3704,Aigang,AIX,$0.009899,+19.78%,$696
3705,AIHulk,AIHULK,$0.000004999,-1.93%,$157
3706,AIHUMANS,AIH,$0.000003442,+0.00%,N/A
3707,Aika,AIKA,$0.0000000003437,+0.00%,N/A
3708,AiLink Token,ALI,$0.00003079,+0.00%,N/A
3709,AimBot,AIMBOT,$5.68,+36.40%,"$604,910"
3710,Aimedis,AIMX,$0.00165,+0.00%,N/A
3711,AIMemes,AIMEME,$0.000002522,+0.00%,N/A
3712,Ainu Token,AINU,$0.0000000000003106,+6.12%,$0.06362
3713,AIon Mars,AIONMARS,$0.0004376,+0.00%,N/A
3714,AiONE,AIONE,$0.0001391,+7.95%,$301
3715,AIOxus,OXUS,$0.00004164,+0.00%,N/A
3716,AIPad Legend,AIP,$0.0001147,+4.24%,N/A
3717,AIPeople,AIPEOPLE,$0.0000000000001713,+0.36%,N/A
3718,AIPOWER PROTOCOL,AIP,$0.02609,"+1,644,063.47%",$0.02547
3719,AIPRO,AIPRO,$16.04,+0.00%,N/A
3720,Airbnb tokenized stock FTX,ABNB,$96.00,+0.00%,N/A
3721,Airbnb Tokenized Stock Zipmex,ABNB,$107.07,+0.00%,N/A
3722,Aircoins,AIRX,$0.000008527,+9.72%,$1
3723,Airdrop Pepe,AIRPEPE,$0.000000000005406,+0.00%,N/A
3724,AirDropper,AIR,$0.001249,+0.00%,N/A
3725,AirPay,AIRPAY,$4.96,+0.00%,N/A
3726,Airtnt,AIRTNT,$0.0001597,-6.34%,"$26,799"
3727,AiShiba,shibai,$0.000000000006029,-9.00%,"$374,381"
3728,AISIMP,AISIMP,$0.0002517,+0.20%,N/A
3729,AITravis,TAI,$0.00007268,+0.00%,N/A
3730,Aitrolls,AITROLLS,$0.0000006117,+0.00%,N/A
3731,AiWallet Token,AIWALLET,$0.00001177,+4.24%,N/A
3732,AizaWorld,AIZA,$0.004979,+5.78%,"$10,664"
3733,AJEVERSE,AJE,$1.18,+0.00%,N/A
3734,AjraCoin,AJRC,$0.00004143,+0.00%,N/A
3735,Ajuna Network,BAJU,$0.03617,-16.74%,"$23,758"
3736,AK12,AK12,$0.0281,+7.66%,$190
3737,Akamaru Inu,AKAMARU,$0.000155,+0.00%,N/A
3738,Aki Inu,AKI,$0.00000000002609,+0.00%,N/A
3739,Akihiko Inu,AKIHIKO,$0.00000006036,+0.00%,N/A
3740,Akil Coin,AKL,$0.00000000971,+0.00%,N/A
3741,Akita DAO,HACHI,$0.09948,-0.01%,"$22,393"
3742,Akita Inu,AKTA,$0.000399,+8.91%,"$1,289"
3743,Akitavax,AKITAX,$0.00002106,+2.27%,"$19,661"
3744,AKITSUKI,AKI,$0.0000001476,+0.00%,N/A
3745,Akoin,AKN,$0.00535,+26.06%,"$10,312"
3746,AkoyaLegends,AKL,$0.4368,+0.00%,N/A
3747,Akroma,AKA,$0.0008317,+0.00%,N/A
3748,Akt.io,AKTIO,$0.1959,-1.27%,"$18,288"
3749,AladiEx,ALA,$0.005588,+0.00%,N/A
3750,ALANO,ALANO,$5.99,+0.00%,N/A
3751,Alaska Gold Rush,CARAT,$0.002888,+0.03%,"$13,553"
3752,Alaya,ATP,$0.03012,-3.90%,"$13,947"
3753,ALBEDO,ALBEDO,$0.00001543,+4.41%,$893
3754,ALBINO,ABO,$0.2199,-0.01%,$49
3755,Alcazar,ALCAZAR,$0.001017,+2.89%,"$179,989"
3756,Alchemint Standards,SDS,$0.0001061,+0.00%,N/A
3757,Alchemist DeFi Aurum,AURUM,$0.2578,+0.00%,N/A
3758,Alchemist DeFi Mist,MIST,$0.00125,+0.00%,N/A
3759,Alchemix USD,ALUSD,$0.818,+0.00%,N/A
3760,Alchemy,ACOIN,$0.01914,-0.12%,"$3,564"
3761,AldebaranAxis token,$AAT,$0.00001025,+17.44%,$32
3762,Aleph Finance,NALEPH,$1.50,+0.00%,N/A
3763,alfa.society,ALFA,$0.001271,-18.10%,"$2,492"
3764,Alfheim Finance,AFM,$0.0313,+0.00%,N/A
3765,Alfprotocol,ALF,$0.00005948,-6.62%,"$49,093"
3766,ALFweb3Project,ALFW3,$1.55,+0.00%,N/A
3767,Algebra,ALGB,$0.009174,+4.11%,"$319,369"
3768,AlgoDAO,ADAO,$0.008522,+0.00%,N/A
3769,Algodex Token,ALGX,$0.00003986,+3.63%,$2
3770,AlgoGems,GEMS,$0.01238,+1.70%,$445
3771,AlgOil,AGOLP,$0.00000007605,+0.00%,N/A
3772,Algomint,GOMINT,$0.005105,+0.00%,$84
3773,Algomint,GOETH,"$1,659.00",+0.43%,$218
3774,Algomint,GOBTC,"$26,229.04",+1.50%,"$1,223"
3775,AlgoPad,ALGOPAD,$0.006211,+0.00%,N/A
3776,Algory Project,ALG,$0.02783,+0.22%,$4
3777,AlgoStake,STKE,$0.000009192,+3.44%,$2
3778,AlgoVest,AVS,$1.80,+0.00%,N/A
3779,Alias,ALIAS,$0.01197,+18.30%,$3
3780,Alibaba tokenized stock Bittrex,BABA,$20.72,+0.00%,N/A
3781,Alibaba tokenized stock FTX,BABA,$63.42,+0.00%,"$2,475"
3782,Alibaba Tokenized Stock Zipmex,BABA,$104.02,+0.00%,N/A
3783,Alice,ALICE,$0.00000000002238,+4.24%,N/A
3784,AliceNet,ALCA,$0.008469,+0.45%,$638
3785,AliCoin,ALICN,$3.20,+0.00%,N/A
3786,Alien,ALIEN,$0.03025,+1.66%,$582
3787,Alien Inu,ALIEN,$0.000000000000002827,+0.00%,N/A
3788,Alien Invasion,AI,$0.000000005432,+0.00%,N/A
3789,Alien Milady Fumo,FUMO,"$21,305.21",+4.71%,"$940,697"
3790,Alien Pepe,ALIPE,$0.000004371,+0.00%,N/A
3791,Alien Shiba Inu,ASHIB,$0.00008565,+0.00%,N/A
3792,Alien Squid,ALIENSQUID,$0.000000000003082,+0.00%,N/A
3793,Alien Wars Gold,AWG,$0.655,+0.00%,N/A
3794,Aliens Musk,AL-MUSK,$0.0000003088,+0.00%,N/A
3795,ALIF COIN,ALIF,$3.30,+27.70%,"$69,490"
3796,AlinX,ALIX,$19.66,+0.00%,N/A
3797,Alita Finance,ALI,$0.03695,+2.93%,$90
3798,Alium Finance,ALM,$0.00315,-0.41%,"$23,607"
3799,Alkemi Network DAO Token,ALK,$0.002628,+0.00%,N/A
3800,ALL BEST ICO SATOSHI,SATSALL,$0.00002228,-8.11%,N/A
3801,All Coins Yield Capital,ACYC,$0.0000003788,+0.00%,N/A
3802,All In AI,AIAI,$0.0001057,+3.73%,$10
3803,All In GPT,AIGPT,$0.00009105,-1.25%,$133
3804,All Sports,SOC,$0.00003903,+0.00%,N/A
3805,All U Can,ALL,$0.000000001372,+0.00%,N/A
3806,All Your Base,YOBASE,$0.000003788,+2.52%,$74
3807,All.me,ME,$0.0009085,+0.00%,N/A
3808,Alligatork,TORK,$0.0004223,+0.00%,N/A
3809,AlliMeta,ALIT,$0.5554,+0.00%,N/A
3810,Allna Protocol,ALPTC,$0.0003133,+0.96%,$0.3721
3811,ALLPAYCOIN,APCG,$0.004526,-2.61%,"$54,923"
3812,Allrunning DAO,SHOES,$0.000006971,+0.00%,N/A
3813,AllStars Digital,ASX,$0.0196,+0.00%,N/A
3814,Alluo,ALLUO,$0.03747,+0.00%,N/A
3815,Ally Direct Token,DRCT,$0.0009237,+0.00%,N/A
3816,Almond,ALM,$0.00000003788,+0.00%,N/A
3817,Alnassr FC fan token,NASSR,$0.000865,+0.00%,N/A
3818,Aloha,ALOHA,$0.0007046,+1.94%,$7
3819,Alongside Crypto Market Index,AMKT,$84.94,+1.52%,"$42,296"
3820,Alora,ALORA,$0.6385,+0.00%,N/A
3821,Alpaca,ALPACA,$0.00000001264,+0.00%,N/A
3822,Alpaca USD,AUSD,$107.51,+0.00%,N/A
3823,Alpha Brain Capital (New),ACAP,$0.0002338,+0.00%,N/A
3824,Alpha Coin,APC,$0.0002653,+2.31%,N/A
3825,Alpha Coin,ALPHA,$0.0025,+0.00%,N/A
3826,Alpha Gardeners,AG,$0.00007579,+5.76%,"$10,036"
3827,Alpha Genesis,AGEN,$85.51,+0.00%,N/A
3828,Alpha Kombat,ALKOM,$0.0002661,+0.00%,N/A
3829,Alpha Kongs Club,AKC,$0.00014,-0.01%,N/A
3830,Alpha Labz,$ALPHA,$0.0001082,+0.00%,N/A
3831,Alpha Labz (new),$ALPHA,$0.001772,+1.50%,"$23,357"
3832,Alpha Nodes,$ALPHA,$25.86,+0.00%,N/A
3833,Alpha Pad,APAD,$0.00009541,+0.00%,N/A
3834,Alpha Petto Shells,APES,$0.000722,+1.70%,N/A
3835,Alpha Shards,ALPHA,$0.000004838,+3.15%,"$44,252"
3836,Alpha Shares (New),$ALPHA,$0.1966,+1.28%,$281
3837,Alpha Shiba Inu,ALPHASHIB,$0.00000000004692,+0.00%,N/A
3838,Alpha5,A5T,$0.01229,+0.82%,"$18,836"
3839,Alphabet,ATL,$0.00002158,+6.51%,$5
3840,Alphacat,ACAT,$0.00002009,+0.00%,N/A
3841,AlphaDEX,ROAR,$0.001309,-30.41%,"$47,238"
3842,AlphaFi,ALF,$0.02792,+0.00%,N/A
3843,alphAI,ΑAI,$0.00007561,+6.84%,"$1,752"
3844,ALPHALABS,ALAB,$0.002438,-4.63%,N/A
3845,AlphaRush AI,rushAI,$0.000345,+0.00%,N/A
3846,AlphaSwap,ALS,$0.00001134,+0.00%,N/A
3847,AlRihla,ALRIHLA,$3.93,+0.00%,N/A
3848,Alt Markets,AMX,$0.0004326,+0.00%,N/A
